strain	genbank_accession	date	country	host	completeness	length	Nextstrain_clade_usher	Lineage
CHN/JXGCDC-158/2023|C_AA007446.1|2023-03-01		2023/3/1	China	Homo sapiens	Complete	29801	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-162/2023|C_AA007450.1|2023-03-06		2023/3/6	China	Homo sapiens	Complete	29766	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-169/2023|C_AA007457.1|2023-03-09		2023/3/9	China	Homo sapiens	Complete	29790	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-174/2023|C_AA007461.1|2023-03-19		2023/3/19	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-175/2023|C_AA007462.1|2023-03-21		2023/3/21	China	Homo sapiens	Complete	29739	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-177/2023|C_AA007464.1|2023-03-20		2023/3/20	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-178/2023|C_AA004834.1|2023-03-23		2023/3/23	China	Homo sapiens	Complete	29768	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-181/2023|C_AA004836.1|2023-03-23		2023/3/23	China	Homo sapiens	Complete	29764	22B (Omicron)	BA.5.2.48
CHN/JXGCDC-183/2023|C_AA004838.1|2023-03-24		2023/3/24	China	Homo sapiens	Complete	29768	22B (Omicron)	BA.5.2.48
CHN/JXJACDC-004/2023|C_AA007468.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29734	22B (Omicron)	BA.5.2.48
CHN/JXJACDC-010/2023|C_AA007473.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29674	22B (Omicron)	BA.5.2.48
CHN/JXJACDC-016/2023|C_AA007478.1|2023-03-06		2023/3/6	China	Homo sapiens	Complete	29733	22B (Omicron)	BA.5.2.48
CHN/JXJACDC-020/2023|C_AA007481.1|2023-03-15		2023/3/15	China	Homo sapiens	Complete	29725	22B (Omicron)	BA.5.2.48
CHN/JXJACDC-023/2023|C_AA004841.1|2023-03-17		2023/3/17	China	Homo sapiens	Complete	29725	22B (Omicron)	BA.5.2.48
CHN/JXJCDC-072/2023|C_AA007495.1|2023-03-22		2023/3/22	China	Homo sapiens	Complete	29790	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-056/2023|C_AA007502.1|2023-01-31		2023/1/31	China	Homo sapiens	Complete	29800	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-060/2023|C_AA007506.1|2023-02-06		2023/2/6	China	Homo sapiens	Complete	29810	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-061/2023|C_AA007507.1|2023-02-07		2023/2/7	China	Homo sapiens	Complete	29807	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-067/2023|C_AA007513.1|2023-02-07		2023/2/7	China	Homo sapiens	Complete	29800	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-079/2023|C_AA007525.1|2023-02-24		2023/2/24	China	Homo sapiens	Complete	29844	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-082/2023|C_AA007527.1|2023-03-09		2023/3/9	China	Homo sapiens	Complete	29844	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-085/2023|C_AA007530.1|2023-03-09		2023/3/9	China	Homo sapiens	Complete	29810	22B (Omicron)	BA.5.2.48
CHN/JXNCDC-089/2023|C_AA004843.1|2023-03-25		2023/3/25	China	Homo sapiens	Complete	29810	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-007/2023|C_AA007541.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29685	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-008/2023|C_AA007542.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29685	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-009/2023|C_AA007543.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29685	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-010/2023|C_AA007544.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29685	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-014/2023|C_AA007548.1|2023-02-24		2023/2/24	China	Homo sapiens	Complete	29788	22B (Omicron)	BA.5.2.48
CHN/JXSCDC-017/2023|C_AA007551.1|2023-03-07		2023/3/7	China	Homo sapiens	Complete	29790	22B (Omicron)	BA.5.2.48
CHN/LY20230194/2023|C_AA005404.1|2023-01-27		2023/1/27	China	Homo sapiens	Complete	29770	22B (Omicron)	BA.5.2.48
CHN/LY20230204/2023|C_AA005405.1|2023-01-30		2023/1/30	China	Homo sapiens	Complete	29770	22B (Omicron)	BA.5.2.48
CHN/LY20230248/2023|C_AA005406.1|2023-01-30		2023/1/30	China	Homo sapiens	Complete	29771	22B (Omicron)	BA.5.2.48
CHN/LY20230264/2023|C_AA005408.1|2023-02-07		2023/2/7	China	Homo sapiens	Complete	29771	22B (Omicron)	BA.5.2.48
CHN/LY2023359/2023|C_AA005125.1|2023-02-20		2023/2/20	China	Homo sapiens	Complete	29771	22B (Omicron)	BA.5.2.48
CHN/LYCX2023039/2023|C_AA005127.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/LYCX2023046/2023|C_AA005133.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29770	22B (Omicron)	BA.5.2.48
CHN/LYCX2023047/2023|C_AA005134.1|2023-02-21		2023/2/21	China	Homo sapiens	Complete	29771	22B (Omicron)	BA.5.2.48
CHN/LYCX2023048/2023|C_AA005135.1|2023-02-21		2023/2/21	China	Homo sapiens	Complete	29770	22B (Omicron)	BA.5.2.48
CHN/LYCX2023049/2023|C_AA005136.1|2023-02-21		2023/2/21	China	Homo sapiens	Complete	29771	22B (Omicron)	BA.5.2.48
CHN/NJCDC295/2023|C_AA014001.1|2023-04-18		2023/4/18	China	Homo sapiens	Complete	29864	22B (Omicron)	BA.5.2.48
CHN/PTNCOV114/2023|C_AA016384.1|2023-04-14		2023/4/14	China	Homo sapiens	Complete	29685	22B (Omicron)	BA.5.2.48
CHN/QYCDC-038/2023|C_AA008358.1|2023-01-20		2023/1/20	China	Homo sapiens	Complete	29748	22B (Omicron)	BA.5.2.48
CHN/QZ20221229-1/2022|C_AA005427.1|2022-12-21		2022/12/21	China	Homo sapiens	Complete	29792	22B (Omicron)	BA.5.2.48
CHN/QZ20221229-22/2022|C_AA005435.1|2022-12-22		2022/12/22	China	Homo sapiens	Complete	29823	22B (Omicron)	BA.5.2.48
CHN/QZ202301RB032/2022|C_AA005458.1|2022-12-29		2022/12/29	China	Homo sapiens	Complete	29791	22B (Omicron)	BA.5.2.48
CHN/QZ202301S166/2023|C_AA005515.1|2023-01-31		2023/1/31	China	Homo sapiens	Complete	29796	22B (Omicron)	BA.5.2.48
CHN/QZ202301S167/2023|C_AA005516.1|2023-01-31		2023/1/31	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ202302S001/2023|C_AA005524.1|2023-02-01		2023/2/1	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ202302S011/2023|C_AA005534.1|2023-02-03		2023/2/3	China	Homo sapiens	Complete	29823	22B (Omicron)	BA.5.2.48
CHN/QZ202302S014/2023|C_AA005536.1|2023-02-05		2023/2/5	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ202302S041/2023|C_AA005556.1|2023-02-13		2023/2/13	China	Homo sapiens	Complete	29799	22B (Omicron)	BA.5.2.48
CHN/QZ202302S046/2023|C_AA005160.1|2023-02-17		2023/2/17	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ202302S055/2023|C_AA005167.1|2023-02-14		2023/2/14	China	Homo sapiens	Complete	29823	22B (Omicron)	BA.5.2.48
CHN/QZ202302S060/2023|C_AA005171.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ202303S057/2023|C_AA003845.1|2023-03-14		2023/3/14	China	Homo sapiens	Complete	29778	22B (Omicron)	BA.5.2.48
CHN/QZ202303S063/2023|C_AA004430.1|2023-03-11		2023/3/11	China	Homo sapiens	Complete	29765	22B (Omicron)	BA.5.2.48
CHN/QZ202303S064/2023|C_AA003850.1|2023-03-14		2023/3/14	China	Homo sapiens	Complete	29772	22B (Omicron)	BA.5.2.48
CHN/QZ202304S002/2023|C_AA009438.1|2023-04-02		2023/4/2	China	Homo sapiens	Complete	29794	22B (Omicron)	BA.5.2.48
CHN/QZ202304S003/2023|C_AA009439.1|2023-04-02		2023/4/2	China	Homo sapiens	Complete	29791	22B (Omicron)	BA.5.2.48
CHN/QZ202304S010/2023|C_AA009445.1|2023-03-25		2023/3/25	China	Homo sapiens	Complete	29789	22B (Omicron)	BA.5.2.48
CHN/QZ202304S011/2023|C_AA009446.1|2023-03-31		2023/3/31	China	Homo sapiens	Complete	29792	22B (Omicron)	BA.5.2.48
CHN/QZ202304S021/2023|C_AA016390.1|2023-04-13		2023/4/13	China	Homo sapiens	Complete	29783	22B (Omicron)	BA.5.2.48
CHN/QZ202304S022/2023|C_AA016391.1|2023-04-19		2023/4/19	China	Homo sapiens	Complete	29788	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF009/2023|C_AA005180.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29824	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF030/2023|C_AA005197.1|2023-02-20		2023/2/20	China	Homo sapiens	Complete	29788	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF033/2023|C_AA005200.1|2023-02-20		2023/2/20	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF034/2023|C_AA005201.1|2023-02-16		2023/2/16	China	Homo sapiens	Complete	29788	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF036/2023|C_AA005202.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF042/2023|C_AA005206.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF043/2023|C_AA005207.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29797	22B (Omicron)	BA.5.2.48
CHN/QZ2023BF046/2023|C_AA005209.1|2023-02-18		2023/2/18	China	Homo sapiens	Complete	29791	22B (Omicron)	BA.5.2.48
CHN/SQCDC-0004/2023|C_AA008757.1|2023-03-19		2023/3/19	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/SYCDC-0030/2023|C_AA007686.1|2023-02-23		2023/2/23	China	Homo sapiens	Complete	29705	22B (Omicron)	BA.5.2.48
CHN/Shannxi-0006/2023|C_AA003896.1|2023-01-25		2023/1/25	China	Homo sapiens	Complete	29814	22B (Omicron)	BA.5.2.48
CHN/Shannxi-0031/2023|C_AA003921.1|2023-01-24		2023/1/24	China	Homo sapiens	Complete	29787	22B (Omicron)	BA.5.2.48
CHN/Shannxi-0069/2023|C_AA003959.1|2023-01-12		2023/1/12	China	Homo sapiens	Complete	29826	22B (Omicron)	BA.5.2.48
CHN/Shannxi-0157/2023|C_AA003492.1|2023-02-21		2023/2/21	China	Homo sapiens	Complete	29821	22B (Omicron)	BA.5.2.48
CHN/TJCDC20230303-57/2023|C_AA009281.1|2023-02-28		2023/2/28	China	Homo sapiens	Complete	29622	22B (Omicron)	BA.5.2.48
CHN/TJCDC20230407-4/2023|C_AA009301.1|2023-03-29		2023/3/29	China	Homo sapiens	Complete	29625	22B (Omicron)	BA.5.2.48
CHN/TJCDC20230407-6/2023|C_AA009303.1|2023-03-30		2023/3/30	China	Homo sapiens	Complete	29628	22B (Omicron)	BA.5.2.48
CHN/WXCDC147/2023|C_AA014029.1|2023-04-18		2023/4/18	China	Homo sapiens	Complete	29786	22B (Omicron)	BA.5.2.48
CHN/Wuhucdc-34/2023|C_AA007982.1|2023-01-26		2023/1/26	China	Homo sapiens	Complete	29794	22B (Omicron)	BA.5.2.48
CHN/Wuhucdc-37/2023|C_AA007984.1|2023-01-27		2023/1/27	China	Homo sapiens	Complete	29798	22B (Omicron)	BA.5.2.48
CHN/XG2303-2008/2023|C_AA008570.1|2023-03-22		2023/3/22	China	Homo sapiens	Complete	29765	22B (Omicron)	BA.5.2.48
CHN/XJCDCTC-005/2023|C_AA002498.1|2023-02-24		2023/2/24	China	Homo sapiens	Complete	29621	22B (Omicron)	BA.5.2.48
CHN/XM20230106-52/2023|C_AA005574.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29768	22B (Omicron)	BA.5.2.48
CHN/XM20230106-56/2023|C_AA005578.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/XM20230106-57/2023|C_AA005579.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29767	22B (Omicron)	BA.5.2.48
CHN/XM20230106-63/2023|C_AA005584.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29768	22B (Omicron)	BA.5.2.48
CHN/XM2023010670/2023|C_AA005591.1|2023-01-19		2023/1/19	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/XM2023021504/2023|C_AA005226.1|2023-02-07		2023/2/7	China	Homo sapiens	Complete	29745	22B (Omicron)	BA.5.2.48
CHN/XXCDC-23031408/2023|C_AA004048.1|2023-03-14		2023/3/14	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/YBCDC-2023XGCX116/2023|C_AA011496.1|2023-04-13		2023/4/13	China	Homo sapiens	Complete	29768	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0039/2023|C_AA007721.1|2023-03-10		2023/3/10	China	Homo sapiens	Complete	29680	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0161/2023|C_AA007821.1|2023-03-14		2023/3/14	China	Homo sapiens	Complete	29816	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0169/2023|C_AA007829.1|2023-03-15		2023/3/15	China	Homo sapiens	Complete	29811	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0174/2023|C_AA007834.1|2023-03-13		2023/3/13	China	Homo sapiens	Complete	29815	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0186/2023|C_AA007846.1|2023-02-23		2023/2/23	China	Homo sapiens	Complete	29777	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0187/2023|C_AA007847.1|2023-02-23		2023/2/23	China	Homo sapiens	Complete	29787	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0189/2023|C_AA007849.1|2023-02-24		2023/2/24	China	Homo sapiens	Complete	29779	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0196/2023|C_AA007856.1|2023-02-27		2023/2/27	China	Homo sapiens	Complete	29755	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0344/2023|C_AA011806.1|2023-03-22		2023/3/22	China	Homo sapiens	Complete	29786	22B (Omicron)	BA.5.2.48
CHN/YNCDC-0345/2023|C_AA011807.1|2023-04-17		2023/4/17	China	Homo sapiens	Complete	29777	22B (Omicron)	BA.5.2.48
CHN/ZJCDC187/2023|C_AA005768.1|2023-01-06		2023/1/6	China	Homo sapiens	Complete	29697	22B (Omicron)	BA.5.2.48
CHN/ZJCDC201/2023|C_AA005782.1|2023-01-09		2023/1/9	China	Homo sapiens	Complete	29658	22B (Omicron)	BA.5.2.48
CHN/ZJCDC299/2023|C_AA005880.1|2023-01-24		2023/1/24	China	Homo sapiens	Complete	29844	22B (Omicron)	BA.5.2.48
CHN/ZJCDC305/2023|C_AA005886.1|2023-01-18		2023/1/18	China	Homo sapiens	Complete	29709	22B (Omicron)	BA.5.2.48
CHN/ZJCDC481/2023|C_AA006062.1|2023-03-01		2023/3/1	China	Homo sapiens	Complete	29717	22B (Omicron)	BA.5.2.48
CHN/ZJCDC496/2023|C_AA006077.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29651	22B (Omicron)	BA.5.2.48
CHN/ZJCDC497/2023|C_AA006078.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29659	22B (Omicron)	BA.5.2.48
CHN/ZJCDC508/2023|C_AA006089.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29658	22B (Omicron)	BA.5.2.48
CHN/ZJCDC509/2023|C_AA006090.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29654	22B (Omicron)	BA.5.2.48
CHN/ZJCDC510/2023|C_AA006091.1|2023-03-03		2023/3/3	China	Homo sapiens	Complete	29824	22B (Omicron)	BA.5.2.48
CHN/ZJCDC542/2023|C_AA006123.1|2023-03-09		2023/3/9	China	Homo sapiens	Complete	29717	22B (Omicron)	BA.5.2.48
CHN/ZJCDC552/2023|C_AA006133.1|2023-03-10		2023/3/10	China	Homo sapiens	Complete	29870	22B (Omicron)	BA.5.2.48
CHN/ZJCDC674/2023|C_AA007869.1|2023-03-29		2023/3/29	China	Homo sapiens	Complete	29717	22B (Omicron)	BA.5.2.48
CHN/ZJCDC676/2023|C_AA007871.1|2023-03-29		2023/3/29	China	Homo sapiens	Complete	29717	22B (Omicron)	BA.5.2.48
CHN/ZJCDC696/2023|C_AA008778.1|2023-03-31		2023/3/31	China	Homo sapiens	Complete	29648	22B (Omicron)	BA.5.2.48
CHN/ZJCDC748/2023|C_AA009612.1|2023-03-31		2023/3/31	China	Homo sapiens	Complete	29648	22B (Omicron)	BA.5.2.48
CHN/ZJCDC800/2023|C_AA009664.1|2023-04-07		2023/4/7	China	Homo sapiens	Complete	29649	22B (Omicron)	BA.5.2.48
CHN/ZJCDC849/2023|C_AA011452.1|2023-04-09		2023/4/9	China	Homo sapiens	Complete	29718	22B (Omicron)	BA.5.2.48
CHN/ZMDCDC-102/2023|C_AA011825.1|2023-03-04		2023/3/4	China	Homo sapiens	Complete	29731	22B (Omicron)	BA.5.2.48
CHN/ZMDCDC-103/2023|C_AA011826.1|2023-03-21		2023/3/21	China	Homo sapiens	Complete	29731	22B (Omicron)	BA.5.2.48
CHN/ZMDCDC-61/2023|C_AA004761.1|2023-03-06		2023/3/6	China	Homo sapiens	Complete	29769	22B (Omicron)	BA.5.2.48
CHN/nd20230030/2023|C_AA005635.1|2023-01-06		2023/1/6	China	Homo sapiens	Complete	29793	22B (Omicron)	BA.5.2.48
CHN/zz23-119/2023|C_AA005644.1|2023-01-16		2023/1/16	China	Homo sapiens	Complete	29792	22B (Omicron)	BA.5.2.48
SARS-CoV-2/human/CHN/QZ202304S022/2023	NA	2023/4/19	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/WXCDC147/2023	NA	2023/4/18	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/NJCDC295/2023	NA	2023/4/18	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/2023097/2023	NA	2023/1/26	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/BD-149/2023	NA	2023/3/20	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/BD-108/2023	NA	2023/3/3	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ZH_0025/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YJ_0003/2023	NA	2023/2/22	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0063/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0055/2023	NA	2023/2/14	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0054/2023	NA	2023/2/14	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0049/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0047/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0045/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0043/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0041/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0038/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0036/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0035/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0034/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0033/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0032/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0029/2023	NA	2023/1/28	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0026/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0025/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0024/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0023/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0022/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0019/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0018/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0017/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0016/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0015/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0013/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0012/2022	NA	2022/12/20	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_YF_0011/2022	NA	2022/12/20	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SZ_0032/2023	NA	2023/1/3	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SW_0039/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SW_0030/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SW_0022/2023	NA	2023/1/30	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SW_0019/2023	NA	2023/1/29	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0077/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0074/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0073/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0069/2023	NA	2023/2/14	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0064/2023	NA	2023/2/1	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0063/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0061/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0055/2023	NA	2023/1/30	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0048/2023	NA	2023/1/25	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0047/2023	NA	2023/1/25	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_ST_0045/2023	NA	2023/1/25	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SG_0024/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SG_0023/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SG_0021/2023	NA	2023/2/16	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_SG_0014/2023	NA	2023/1/26	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_QY_0034/2023	NA	2023/2/13	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_QY_0032/2023	NA	2023/2/11	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_QY_0031/2023	NA	2023/2/9	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_MZ_0024/2023	NA	2023/2/21	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_MZ_0011/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_01058/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_01057/2023	NA	2023/2/7	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_01003/2023	NA	2023/2/6	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00999/2023	NA	2023/2/6	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00963/2023	NA	2023/2/6	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00949/2023	NA	2023/2/6	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00942/2023	NA	2023/2/6	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00833/2023	NA	2023/2/2	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00784/2023	NA	2023/1/9	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00782/2023	NA	2023/1/10	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00781/2023	NA	2023/1/3	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00780/2023	NA	2023/1/3	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00778/2023	NA	2023/1/3	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00776/2023	NA	2023/1/9	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00774/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00773/2023	NA	2023/1/17	China	Human		NA	NA	BA.5.2.48
SARS-CoV-2/human/CHN/GDCDC_00771/2023	NA	2023/1/16	China	Human		NA	NA	BA.5.2.48
